Tittle ,Link,Salary,Level,Job description,Requirement,Job
Nhân viên nhà hàng,https://www.facebook.com/groups/533101354102783/permalink/1502126440533598/,Lương 24k - 30k/h ( part time ) hoặc 6.5tr - 20tr ( fulltime ) + Thưởng KPI + Tip + Bao ăn,Nhân viên,"VIỆC NHẸ - LƯƠNG CAO LÀ CÓ THẬT 
 KHAI TRƯƠNG NHÀ HÀNG LẨU ĐÀI LOAN CAO CẤP - #WULAO 
 TUYỂN GẤP CÁC VỊ TRÍ :
- #Nhân #viên : quản lý, giám sát, tổ trưởng, thu ngân, phục vụ, pha chế, lễ tân
- #Bếp : bếp chính, phụ bếp, tạp vụ.
 SỐ LƯỢNG : 50 người
ĐỊA ĐIỂM : 24T2 Trung Hòa, Cầu Giấy, Hà Nội
 THỜI GIAN :
Part time trưa : 10h-14h ( T7, CN làm ca gãy 8 tiếng )
Ca gãy : 10h-14h + 18h-22h ( 8 tiếng )
PHÚC LỢI :
Lương 24k - 30k/h ( part time ) hoặc 6.5tr - 20tr ( fulltime ) + Thưởng KPI + Tip + Bao ăn
Tháng nghỉ 04 ngày
Hưởng full chế độ theo luật (BHXH, BHYT, BHTN), quà/ thưởng các dịp lễ Tết, sinh nhật, hiếu hỉ,giảm giá trên toàn hệ thống nhà hàng của công ty Goldsun food,...
Rèn luyện kỹ năng giao tiếp, xử lý tình huống tại môi trường nhà hàng chuyên nghiệp TOP 1 Việt Nam.
Lộ trình thăng tiến rõ ràng. Được xét tăng bậc lương định kỳ
YÊU CẦU :
Ngoại hình ưa nhìn. Nam từ 1m65 và nữ từ 1m55 ( bộ phận nhà hàng )
Có ngoại ngữ là một lợi thế ( Anh/ Trung )
----------------------------------------------------------
BP tuyển dụng : 0968.448.291 ( Zalo Trang )
( LH giờ hành chính từ thứ 2- thứ 6) hoặc inbox trực tiếp để được hỗ trợ giải đáp TUYỂN DỤNG. GOLSUN FOOD cam kết ko thu phí ứng viên dưới bất kỳ hình thức nào )","Ngoại hình ưa nhìn. Nam từ 1m65 và nữ từ 1m55 ( bộ phận nhà hàng )
Có ngoại ngữ là một lợi thế ( Anh/ Trung )",Thực phẩm & đồ uống
Nhân viên làm văn phòng,https://www.facebook.com/groups/533101354102783/permalink/1249242562488655/,9 triệu,Nhân viên,"Hiện tại công ty mình cần gấp 5 nhân viên làm việc tại văn phòng, Lương 9tr.
• Thời gian làm việc :
• Sáng từ 8h15-12h
• Chiều từ : 13h45-17h30. Có con nhỏ về sớm 30p.
• Không có kinh nghiệm sẽ được công ty đào tạo
• YC có laptop. tuổi từ 99-80
Phỏng vấn đi làm ngay.
Làm việc Phùng Khoang- HĐ.
Liên hệ 0984286613","• Không có kinh nghiệm sẽ được công ty đào tạo
• YC có laptop. tuổi từ 99-80",Hành chính/ Nhân sự
Nhân viên livestream,https://www.facebook.com/groups/533101354102783/permalink/1494315501314692/,Không đề cập,Nhân viên,"[Vinhome Smart City]  TUYỂN GẤP:
3 NV Live 
3 Phụ Live 
=> KHÔNG YÊU CẦU KINH NGHIỆM <=
- Hàng Thời trang, áo thun Unisex
- Ko cần Show mặt
- thời gian làm việc linh động
- Ngay trong Vin Smart City
 ƯU TIÊN SINH VIÊN - Ib trực tiếp Or Call / Zalo 0869705261",Không yêu cầu kinh nghiệm,Tiếp thị trực tuyến
Mẫu livestream,https://www.facebook.com/groups/533101354102783/permalink/1494315501314692/,Không đề cập,Nhân viên,"EM CẦN TÌM 2 MẪU LIVESTREAM NỀN TẢNG FACEBOOK TẠI VINHOME SMART CITY TÂY MỖ 
Mô tả công việc:
* Làm mẫu trực tiếp livestream sản phẩm thời trang công sở nữ thiết kế, giới thiệu sản phẩm
* Lên nội dung kịch bản live
* Lương: Lương cứng + thưởng theo doanh thu phiên live
Yêu cầu:
- Nữ khuôn mặt ưa nhìn, có gu, hoạt ngôn, khả năng tương tác cao với users
- Đã có kinh nghiệm livestream
- Chủ động trong công việc, có trách nhiệm trong công việc
Ib để biết thêm chi tiết công việc!","- Nữ khuôn mặt ưa nhìn, có gu, hoạt ngôn, khả năng tương tác cao với users
- Đã có kinh nghiệm livestream
- Chủ động trong công việc, có trách nhiệm trong công việc",Tiếp thị trực tuyến
Marketing Ads Facebook,https://www.facebook.com/groups/389163092635125/permalink/689628922588539/,Lương không giới hạn,Nhân viên,"59 VÕ VĂN DŨNG, ĐỐNG ĐA MẶT HÀNG THỜI TRANG, GIA DỤNG TUYỂN GẤP VỊ TRÍ SAU:
• Marketing FB Ads: Lương không giới hạn.
 Thời gian làm việc: 8h30 - 17h30 (nghỉ trưa 1h30')
Môi trường làm việc trẻ trung, năng động
ib e để nhận JD trong vòng 3s ạ",Không yêu cầu kinh nghiệm,Tiếp thị trực tuyến
Nhân viên marketing,https://www.facebook.com/groups/389163092635125/permalink/689628922588539/, lương : 10-30tr,Nhân viên,"Tuyển nhân sự: công ty thức ăn chăn nuôi Việt Nhật tuyển dụng
 2 nhân viên maketting
Yêu cầu:Nam nữ 18-35t
trình độ 12/12
hành thạo các nền tảng online
thẳng thắn,trung thực,chăm chỉ
có kinh nghiệm chạy ads fb
 lương : 10-30tr
Làm việc tại: 151 Vương thừa vũ - thanh xuân - HN
ib nhận job","Nam nữ 18-35t
trình độ 12/12
hành thạo các nền tảng online
thẳng thắn,trung thực,chăm chỉ
có kinh nghiệm chạy ads fb",Tiếp thị/ Marketing
Digital Marketing,https://www.facebook.com/groups/389163092635125/permalink/689628922588539/,Lương cứng: 8Tr-10tr + Phụ cấp: 450k + Thưởng không giới hạn.,Nhân viên,"DIGITAL MARKETING
Thu nhập: • Lương cứng: 8Tr-10tr + Phụ cấp: 450k + Thưởng không giới hạn.
* (Thử việc hưởng 85% lương, thưởng nhận bình thường. Nếu doanh thu sau hoàn đạt 300tr và chi phí ads sau hoàn < 35% thì tháng đó được tính chính thức luôn)
* Tỉ lệ Com: 1% - 1.5% doanh số sau hoàn.
Thời gian làm việc: 9h-5h30 Từ thứ 2 - thứ 7
Yêu cầu: Nam/Nữ, sinh năm 1997-2000
* Có kinh nghiệm 1 năm trở lên về Digital MKT, Đã từng chạy chuyển đổi hàng trend, gia dụng thị trường Việt Nam và Đông Nam Á.
* Biết photoshop, chỉnh sửa video, hình ảnh, làm được ladipage
* Có laptop cá nhân
Địa điểm làm việc: Số 5 Galaxy 5, Đường Tố Hữu, Vạn Phúc, Hà Đông, Hà Nội.
Bạn nào quan tâm ib trực tiếp mình gửi JD hoặc liên hệ sdt 0328486245(zalo)","Nam/Nữ, sinh năm 1997-2000
* Có kinh nghiệm 1 năm trở lên về Digital MKT, Đã từng chạy chuyển đổi hàng trend, gia dụng thị trường Việt Nam và Đông Nam Á.
* Biết photoshop, chỉnh sửa video, hình ảnh, làm được ladipage
* Có laptop cá nhân",Tiếp thị/ Marketing
Marketing Ads Facebook,https://www.facebook.com/groups/389163092635125/permalink/689628922588539/,"_Lương cứng: 7-15tr (deal theo kinh nghiệm + thưởng + hoa hồng)
_Thu nhập : 10 - 30tr ( ko giới hạn nếu có năng lực )",Nhân viên,"TUYỂN DỤNG MKT ADS YÊU CẦU KINH NGHIỆM
- Vị trí tuyển dụng: MKT FB ADS CHUYỂN ĐỔI GIA DỤNG
_Lương cứng: 7-15tr (deal theo kinh nghiệm + thưởng + hoa hồng)
_Thu nhập : 10 - 30tr ( ko giới hạn nếu có năng lực )
 Mô tả công việc:
+ Marketing online
+ Chuẩn bị hình ảnh, content để chạy quảng cáo
+ set Ads lên camp
 Quyền lợi:
+ Được đóng bảo hiểm, Ký HĐLĐ
+ Có trà chiều, sinh nhật, đi ăn cùng team, đi ăn cùng công ty
+ Thực chiến với ngân sách không giới hạn!
+ Làm việc trong môi chuyên nghiệp, trẻ trung, năng động, thoải mái
+ Có cơ hội thăng tiến lên những vị trí cao hơn
+ Sếp trẻ trung, vui tính rất thích thưởng
+ Được đi du lịch hằng năm
Yêu cầu: trên 18 tuổi, có laptop
+ Tư duy nhanh, đam mê, ham học hỏi
+ Có kinh nghiệm từ 6 tháng chuyển đổi trở lên về facebook, tiktok, youtube, zalo, google
+ Có đam mê vs MKT online
- Địa chỉ làm việc: Nguyễn Trãi, Trung Văn, Nam Từ Liêm, Hà Nội
- Thời gian làm việc: 8h30-18h00, từ t2-t7
- Ứng tuyển:
Gửi CV mail: nguyehonganhhcnsvne@gmail.com
Hoặc inbox cho mình","trên 18 tuổi, có laptop
+ Tư duy nhanh, đam mê, ham học hỏi
+ Có kinh nghiệm từ 6 tháng chuyển đổi trở lên về facebook, tiktok, youtube, zalo, google
+ Có đam mê vs MKT online",Tiếp thị trực tuyến
Nhân viên sale,https://www.facebook.com/groups/389163092635125/permalink/689628922588539/,"- Full-time (9h-17h):8- 10 triệu + hoa hồng
- Parttime (linh động): 4 triệu + hoa hồng",Nhân viên," 𝐓𝐮𝐲𝐞̂̉𝐧 𝐧𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 𝐬𝐚𝐥𝐞/ 𝐭𝐮̛ 𝐯𝐚̂́𝐧
(Làm việc tại văn phòng)
Thu nhập:
- Full-time (9h-17h):8- 10 triệu + hoa hồng
- Parttime (linh động): 4 triệu + hoa hồng
Mô tả công việc:
- Tư vấn , chốt đơn hàng online trên fanpage / website và các trang mạng xã hội
- Chăm sóc khách hàng
- Các dòng sản phẩm như nước hoa, mỹ phẩm, và hàng tiêu dùng
𝐐𝐔𝐘𝐄̂̀𝐍 𝐋𝐎̛̣𝐈
- Được học hỏi và tích luỹ kinh nghiệm trong công việc
- Có cơ hội thăng tiến lên vị trí cao
- Môi trường năng động , vui vẻ
- Du lịch trong và ngoài nước
𝐘𝐄̂𝐔 𝐂𝐀̂̀𝐔:
- Siêng năng, vui vẻ, có tinh thần chủ động, trong công việc
Liên hệ :
Sđt : 0931841935 ( K. PHA )
Gmail : kimpha0609@gmail.com hoặc inbox trực tiếp","- Siêng năng, vui vẻ, có tinh thần chủ động, trong công việc",Tư vấn/ Bán hàng/ Kinh doanh
Marketing Ads Facebook,https://www.facebook.com/groups/389163092635125/permalink/689628922588539/,Thu nhập 12tr- 20tr [Lương cứng: (7M) + phụ cấp + % doanh thu + thưởng],Nhân viên," [HN-VĂN KHÊ] VGROUP TUYỂN DỤNG NHÂN VIÊN MARKETING (FB ADS)
Các quyền lợi:
- Thu nhập 12tr- 20tr [Lương cứng: (7M) + phụ cấp + % doanh thu + thưởng]
- Đóng BHXH, BHYT, thưởng lễ tết, sinh nhật, du lịch thường niên
Thời gian làm việc:
- Thứ 2/4/6 từ 8h30-12h
- Thứ 3/5/7 từ 8h30-17h (Nghỉ trưa 1h30’)
- Nghỉ chủ nhật
Yêu cầu: Tối thiểu 3 tháng kinh nghiệm ở vị trí tương đương
Địa chỉ: Số 18 Liền kề 7, Khu Đô Thị Văn Khê, La Khê, Hà Đông, Hà Nội
Email ứng tuyển: vuhamy.tuyendung@gmail.com
----> Inbox nhận JD chi tiết và ứng tuyển",Tối thiểu 3 tháng kinh nghiệm ở vị trí tương đương,Tiếp thị/ Marketing
Marketing Ads Facebook,https://www.facebook.com/groups/389163092635125/permalink/690387475846017/,TN 10-25tr (LC+%ds+thưởng+PC).,Nhân viên,"Hà Đông tuyển gấp 
- 5 MKT FB ADS chạy sp hottrend, đồ gia dụng
- 5 SALE CHỐT ĐƠN
TN 10-25tr (LC+%ds+thưởng+PC).
** Yêu cầu: Kinh nghiệm >6th
** Ib nhận job ngay",Kinh nghiệm >6th,Tiếp thị/ Marketing
Nhân viên marketing,https://www.facebook.com/groups/389163092635125/permalink/690387475846017/,Không đề cập,Nhân viên,"Biết gì chưa?
Công ty tui tuyển 5 MKT về đốt tiền nè. Sp gia dụng thời trang. Làm việc ở Thanh Xuân, HN. Ib mình gấp để nhận job ngon đi làm",Không yêu cầu kinh nghiệm,Tiếp thị/ Marketing
Chuyên viên tuyển dụng,https://www.facebook.com/groups/389163092635125/permalink/690638499154248/,Không đề cập,Chuyên viên,"Tuyển Gấp Phỏng Vấn Đi Làm Ngay :
Vị Trí : Chuyên Viên Tuyển Dụng
Gửi CV Qua Mail Hoặc Qua Zalo 
Yêu Cầu : Có Laptop , Không Yêu Cầu Kinh Nghiệm , Được Đào Tạo Bài Bản , Chăm Chỉ , Chịu Khó , Có Trách Nhiệm Trong Công Việc 
Làm Việc Tại Thường Tín - Hà Nội
Quan Tâm Liên Hệ Mình Để Trao Đổi Công Việc .
Liên Hệ : 0989188401
Quynhnganguyen0889@gmail.com","Có Laptop , Không Yêu Cầu Kinh Nghiệm , Được Đào Tạo Bài Bản , Chăm Chỉ , Chịu Khó , Có Trách Nhiệm Trong Công Việc ",Hành chính/ Nhân sự
Facebook Ads,https://www.facebook.com/groups/389163092635125/permalink/690455379172560/,LC 8-10tr (theo rank doanh số) + pc 800k + thưởng,Nhân viên,"Vạn Phúc, Hà Đông cần tuyển Fb ads thời trang nữ. LC 8-10tr (theo rank doanh số) + pc 800k + thưởng. Yc kn 1 năm, có kn chạy thời trang, độ tuổi 1994-2001. Qt ib","kn 1 năm, có kn chạy thời trang, độ tuổi 1994-2001",Thời trang/ Tư vấn/ Tiếp thị trực tuyến
